,region,place,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
592,Asia,Adana,1542.0,25.0,676.0,2.36,2.36,0.6,0.75,12.0,0.2,0.4,0.93,77.3,50.76,0.75,0.2,0.75,0.56,0.75,0.71,0.6,0.0
593,Asia,Gaziantep,1872.0,272.28,884.0,0.0,0.0,0.6,0.6,9.0,0.2,0.4,0.8,77.3,50.76,0.6,0.2,0.8,0.4,0.6,0.69,0.6,0.0
594,Asia,Antalya,2016.0,260.38,1091.0,2.29,2.29,0.4,0.4,7.0,0.2,0.4,0.8,77.3,50.76,0.4,0.4,1.0,0.4,1.0,0.71,0.8,0.0
595,Asia,Istanbul,2273.0,152.45,1312.0,2.29,2.29,0.8,0.6,8.0,0.2,0.4,0.4,77.3,50.76,0.44,0.58,0.8,0.8,0.64,0.63,1.0,1.0
596,Asia,Izmir,1841.0,152.45,985.0,1.52,1.52,0.4,0.4,13.0,0.2,0.4,0.56,77.3,50.76,0.6,0.2,0.62,0.4,0.6,0.66,0.4,1.0
597,Asia,Konya,1539.0,217.23,892.0,1.94,1.94,0.0,0.6,6.0,0.2,0.4,0.8,77.3,50.76,0.6,0.2,0.0,0.6,0.6,0.67,0.0,0.0
598,Asia,Ankara,3547.0,1524.46,2415.0,2.29,2.29,0.6,0.6,49.0,0.2,0.4,0.8,77.3,50.76,0.38,0.2,0.6,0.42,0.4,0.66,0.4,0.0
599,Asia,Alanya,2176.0,248.1,1781.0,1.83,1.83,0.8,0.8,5.0,0.2,0.4,0.6,77.3,50.76,0.4,0.2,0.8,0.4,0.6,0.67,0.6,0.0
600,Asia,Bursa,2108.0,130.19,933.0,1.52,1.52,0.4,0.4,19.0,0.2,0.4,0.6,77.3,50.76,0.6,0.4,0.6,0.4,0.6,0.65,0.4,1.0
601,Asia,Bodrum,3076.0,260.38,1588.0,1.52,1.52,0.6,0.4,7.0,0.2,0.4,0.64,77.3,50.76,0.4,0.6,1.0,0.4,0.4,0.64,1.0,0.0
602,Europe,Tampere,3086.0,305.67,2065.0,3.76,3.76,0.8,1.0,32.0,1.0,1.0,1.0,18.8,8.59,1.0,0.8,0.8,0.8,0.8,0.83,0.8,0.0
603,Europe,Espoo,2881.0,393.57,2265.0,4.84,4.84,0.8,0.8,25.0,1.0,1.0,1.0,18.8,8.59,1.0,0.8,1.0,0.8,0.8,0.84,0.8,0.0
604,Europe,Turku,3001.0,350.28,2025.0,4.3,4.3,0.8,1.0,20.0,1.0,1.0,1.0,18.8,8.59,1.0,0.6,0.8,0.8,0.6,0.8,0.6,0.0
605,Europe,Oulu,2593.0,262.38,1761.0,3.23,3.23,0.4,1.0,15.0,1.0,1.0,0.8,18.8,8.59,1.0,0.8,0.6,0.8,0.4,0.76,0.4,0.0
606,Europe,Helsinki,3030.0,129.04,2223.0,5.38,5.38,0.4,1.0,26.0,1.0,1.0,1.0,18.8,8.59,1.0,1.0,1.0,0.8,0.8,0.83,0.8,0.0
607,Europe,Jyvaskyla,3307.0,483.9,2105.0,4.57,4.57,0.8,0.6,0.0,1.0,1.0,1.0,18.8,8.59,1.0,1.0,1.0,0.8,0.2,0.77,0.8,0.0
608,Asia,Nicosia,2951.0,481.75,1980.0,5.91,5.91,0.4,0.4,20.0,0.8,0.6,0.6,64.0,18.26,0.8,0.6,0.4,0.6,0.8,0.71,0.8,0.0
609,Asia,Limassol,3110.0,481.47,2212.0,5.91,5.91,0.6,0.8,9.0,0.8,0.6,1.0,64.0,18.26,0.8,0.8,1.0,0.6,1.0,0.76,0.6,0.0
610,Asia,Paphos,3207.0,436.86,1764.0,5.38,5.38,0.4,0.4,6.0,0.8,0.6,0.76,64.0,18.26,0.73,0.6,0.56,0.6,0.8,0.7,0.8,0.0
611,Europe,Zadar,1916.0,87.36,939.0,1.07,1.07,0.8,0.8,45.0,0.6,0.8,0.8,52.4,27.91,0.8,0.42,0.8,0.4,0.4,0.75,0.4,0.0
612,Europe,Zagreb,1960.0,143.21,889.0,1.43,1.43,0.4,0.8,17.0,0.6,0.8,0.8,52.4,27.91,0.62,0.4,0.8,0.42,0.4,0.72,0.6,0.0
613,Europe,Split,2246.0,229.13,1168.0,1.07,1.07,0.4,0.6,9.0,0.6,0.8,0.6,52.4,27.91,0.8,0.6,0.8,0.4,0.6,0.72,0.4,0.0
614,Europe,Osijek,1508.0,87.36,729.0,1.07,1.07,0.6,0.6,9.0,0.6,0.8,0.6,52.4,27.91,0.6,0.6,0.8,0.4,0.4,0.69,0.4,0.0
615,Europe,Rijeka,1958.0,87.36,860.0,1.07,1.07,0.4,0.8,8.0,0.6,0.8,0.8,52.4,27.91,0.6,0.6,0.8,0.4,0.4,0.7,0.4,0.0
616,Europe,Dubrovnik,4532.0,226.95,1739.0,3.21,3.21,0.6,0.6,12.0,0.6,0.8,0.8,52.4,27.91,0.4,0.2,0.6,0.6,0.6,0.72,0.4,0.0
617,Europe,Ljubljana,1908.0,102.16,1314.0,3.23,3.23,0.8,0.6,14.0,0.6,0.8,0.8,33.9,22.26,0.6,0.6,1.0,0.0,0.6,0.79,0.8,0.0
618,Americas,San Juan,2618.0,250.0,2765.0,6.0,6.0,0.4,0.6,16.0,0.6,0.8,0.8,34.0,22.49,0.6,0.8,1.0,0.8,0.6,0.78,1.0,0.0
619,Europe,Sofia,2037.0,148.59,1096.0,2.75,2.75,0.8,1.0,20.0,0.4,0.8,0.6,53.7,34.46,0.6,0.2,0.8,0.4,0.6,0.71,0.8,0.0
620,Europe,Plovdiv,2267.0,165.1,1136.0,4.13,4.13,0.4,0.96,21.0,0.4,0.8,0.8,53.7,34.46,0.6,0.36,0.8,0.4,0.6,0.74,0.6,0.0
621,Europe,Burgas,3212.0,610.0,2130.0,7.5,7.5,0.4,1.0,24.0,0.4,0.8,0.6,53.7,34.46,1.0,0.4,0.8,0.4,0.4,0.76,1.0,0.0
622,Europe,Varna,1708.0,110.07,874.0,2.06,2.06,0.4,0.6,4.0,0.4,0.8,0.8,53.7,34.46,0.6,0.6,0.8,0.4,0.6,0.69,0.6,0.0
623,Europe,Gibraltar,3881.0,249.5,2488.0,6.24,6.24,0.6,0.4,19.0,0.6052524689057109,0.7569363239273215,0.6,51.97071305181363,25.11954541200802,0.8,0.44,0.8,0.6,0.6,0.79,0.6,0.0
624,Asia,Tbilisi,1328.0,104.48,738.0,1.0,1.0,0.4,0.6,15.0,0.6,0.4,0.8,78.9,27.96,0.6,0.2,1.0,0.4,0.6,0.71,0.44,0.0
625,Asia,Amman,2271.0,63.51,1254.0,2.12,2.12,0.8,0.6,5.0,0.2,0.4,0.6,78.0,44.49,0.2,0.2,1.0,0.0,0.6,0.68,0.6,0.0
626,Europe,Vilnius,2143.0,268.83,1645.0,2.69,2.69,0.4,0.6,13.0,0.8,0.8,0.8,42.4,19.95,0.6,0.44,1.0,0.8,1.0,0.75,0.6,0.0
627,Europe,Kaunas,1681.0,268.83,1279.0,2.15,2.15,0.6,0.4,32.0,0.8,0.8,0.6,42.4,19.95,0.8,0.4,0.6,0.8,0.6,0.72,0.6,0.0
628,Europe,Klaipeda,1469.0,228.27,1130.0,1.51,1.51,0.4,0.4,24.0,0.8,0.8,0.6,42.4,19.95,0.6,0.4,0.4,0.6,0.6,0.71,0.4,0.0
629,Asia,Kuala Lumpur,1330.0,92.16,988.0,0.69,0.69,1.0,0.6,3.0,0.2,0.6,0.6,66.1,46.57,0.4,0.2,0.38,0.0,0.4,0.72,0.2,0.0
630,Asia,Johor Bahru,1283.0,80.64,778.0,0.81,0.81,0.4,0.4,10.0,0.2,0.6,0.4,66.1,46.57,0.4,0.6,0.6,0.0,0.4,0.61,0.4,0.0
631,Asia,Kota Kinabalu,1528.0,70.28,845.0,0.86,0.86,0.6,0.4,3.0,0.2,0.6,0.8,66.1,46.57,0.0,0.6,0.8,0.0,0.8,0.69,0.2,0.0
632,Asia,Penang,1183.0,92.16,831.0,0.58,0.58,0.6,0.4,3.0,0.2,0.6,0.6,66.1,46.57,0.6,0.2,0.6,0.0,0.6,0.63,0.2,0.0
633,Asia,Ipoh,1824.0,294.59,2052.0,3.0,3.0,0.4,0.4,4.0,0.2,0.6,0.4,66.1,46.57,0.6,0.4,0.6,0.4,0.6,0.61,0.4,0.0
634,Americas,Santo Domingo,1763.0,95.57,1448.0,3.78,3.78,0.4,0.4,7.0,0.6,0.6,0.4,70.8,27.9,0.6,0.4,0.8,0.8,1.0,0.69,1.0,0.0
635,Americas,Jarabacoa,1116.0,64.86,2650.0,2.81,2.81,0.95,1.0,7.0,0.6,0.6,0.6,70.8,27.9,0.6,0.4,1.0,0.8,0.6,0.7,0.6,0.0
636,Americas,Kingston,1325.0,188.61,1469.0,2.32,2.32,0.6,0.6,9.0,0.8,0.6,0.4,65.0,12.45,0.6,0.2,0.6,0.0,1.0,0.67,1.0,1.0
637,Europe,Sarajevo,1517.0,164.9,958.0,1.1,1.1,0.4,0.2,16.0,0.6,0.5664306048181521,0.6,55.482342738205716,28.45,0.6,0.2,1.0,0.0,0.4,0.74,0.8,0.0
638,Europe,Banja Luka,1536.0,41.23,690.0,1.92,1.92,0.6,0.6,5.0,0.6,0.5483734099382117,0.6,55.78184005199808,28.45,0.6,0.4,0.8,0.0,0.4,0.71,0.6,0.0
639,Africa,Bruges,3155.0,346.34,2555.0,3.76,3.76,0.8,0.8,67.0,0.8,1.0,0.8,29.0,14.18,0.6,0.6,0.8,0.6,0.6,0.81,0.8,0.0
640,Africa,Innsbruck,3337.0,351.59,2294.0,3.76,3.76,0.6,0.6,22.0,0.8,1.0,0.8,27.5,13.18,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
641,Africa,Accra,3458.0,488.0,3096.0,6.0,6.0,0.2,0.4,7.0,0.8,0.6,0.2,71.2,17.95,0.6,0.2,0.6,0.6,0.8,0.46,0.8,0.0
642,Asia,Dubai,5452.0,680.65,4303.0,3.4,3.4,0.8,0.64,6.0,0.4,0.8,1.0,44.5,36.73,0.62,0.2,0.8,0.64,0.8,0.78,0.43,0.0
643,Asia,Sharjah,3288.0,243.4,2288.0,2.99,2.99,0.4,0.8,9.0,0.4,0.8,0.8,44.5,36.73,0.8,0.2,1.0,0.6,0.4,0.74,0.2,0.0
644,Asia,Abu Dhabi,5194.0,553.71,4120.0,6.81,6.81,0.82,0.8,6.0,0.4,0.8,0.82,44.5,36.73,0.44,0.2,0.82,0.6,1.0,0.76,0.62,0.0
645,Asia,Muscat,3602.0,23.37,2133.0,2.6,2.6,0.6,0.4,6.0,0.2,0.8,0.8,51.6,40.43,0.6,0.4,0.6,0.0,0.8,0.75,0.4,0.0
646,Americas,Cuenca,971.0,70.0,1083.0,1.5,1.5,0.4,0.4,8.0,0.4,0.4,0.6,75.6,33.21,0.6,0.6,0.8,0.6,0.8,0.7,0.4,1.0
647,Americas,Guayaquil,1372.0,52.0,1006.0,2.37,2.37,0.4,0.0,7.0,0.4,0.4,0.6,75.6,33.21,0.6,0.6,0.6,0.6,0.6,0.69,0.44,0.0
648,Americas,Quito,1104.0,150.0,1107.0,1.5,1.5,0.8,0.6,3.0,0.4,0.4,0.6,75.6,33.21,0.0,0.6,0.8,0.6,0.6,0.7,0.6,1.0
649,Europe,Monaco,5401.0,225.82,7179.0,5.38,5.38,0.8,0.6,19.0,0.6819636217114227,0.9018141030526223,1.0,43.43899671070019,23.26930936953701,0.8,0.6,0.8,0.6,1.0,0.82,1.0,0.0
650,Americas,Chachapoyas,895.0,118.58,544.0,1.46,1.46,0.4,0.4,0.0,0.6,0.6,0.6,72.0,29.99,0.0,0.2,0.8,0.6,0.2,0.68,0.4,1.0
651,Americas,Lima,2231.0,145.94,1148.0,1.46,1.46,0.8,0.4,3.0,0.6,0.6,0.6,72.0,29.99,0.4,0.2,0.8,0.6,0.8,0.63,0.6,1.0
652,Americas,Arequipa,1537.0,116.75,828.0,1.46,1.46,0.4,0.4,4.0,0.6,0.6,0.56,72.0,29.99,0.0,0.4,1.0,0.6,0.6,0.67,0.6,1.0
653,Americas,Cusco,1850.0,213.65,1635.0,2.63,2.63,0.6,0.4,1.0,0.6,0.6,0.6,72.0,29.99,0.4,0.4,0.4,0.6,0.2,0.59,0.4,0.0
654,Africa,Taghazout,1618.0,140.29,881.0,1.25,1.25,0.45,0.6,6.0,0.2,0.6,0.8,74.2,42.64,0.6,0.8,1.0,0.4,0.64,0.68,0.2,0.0
655,Africa,Rabat,4401.0,1476.15,2785.0,4.43,4.43,0.64,0.4,15.0,0.2,0.6,0.6,74.2,42.64,0.6,0.4,0.8,0.4,0.8,0.7,0.6,0.0
656,Africa,Casablanca,2782.0,250.52,1442.0,2.0,2.0,0.4,0.4,5.0,0.2,0.6,0.73,74.2,42.64,0.4,0.4,1.0,0.4,0.8,0.66,1.0,0.0
657,Africa,Agadir,1889.0,122.25,954.0,1.5,1.5,0.4,0.4,6.0,0.2,0.6,0.6,74.2,42.64,0.4,0.2,0.6,0.4,0.6,0.62,0.6,0.0
658,Africa,El Jadida,1908.0,40.71,745.0,0.5,0.5,0.6,1.0,2.0,0.2,0.6,0.8,74.2,42.64,0.4,0.2,0.6,0.4,0.6,0.61,0.6,0.0
659,Americas,Havana,1963.0,183.0,1267.0,1.0,1.0,0.4,0.4,6.0,0.2,0.6,0.8,66.3,70.23,0.6,0.6,1.0,0.6,1.0,0.73,0.8,0.0
660,Americas,Bogota,1283.0,152.05,1173.0,1.6,1.6,0.8,0.6,0.0,0.2,0.4,0.27,80.2,44.11,0.2,0.4,1.0,0.4,0.6,0.6,1.0,1.0
661,Americas,Cartagena,1957.0,320.1,2688.0,1.6,1.6,0.4,0.6,5.0,0.2,0.4,0.8,80.2,44.11,0.4,0.4,1.0,0.4,1.0,0.63,0.8,1.0
662,Americas,Barranquilla,1246.0,111.68,1106.0,1.46,1.46,0.4,0.0,5.0,0.2,0.4,0.6,80.2,44.11,0.6,0.6,0.6,0.6,0.6,0.61,0.8,0.0
663,Americas,Medellín,1308.0,128.04,1493.0,1.6,1.6,0.8,0.4,7.0,0.2,0.4,0.4,80.2,44.11,0.2,0.4,0.64,0.4,0.8,0.53,0.8,1.0
664,Americas,Bucaramanga,887.0,111.68,849.0,1.67,1.67,0.4,0.0,3.0,0.2,0.4,0.6,80.2,44.11,0.6,0.6,0.6,0.6,0.6,0.59,0.8,0.0
665,Americas,Salento,1324.0,156.21,799.0,1.28,1.28,0.8,0.6,1.0,0.2,0.4,0.8,80.2,44.11,0.6,0.6,1.0,0.4,0.6,0.59,0.2,1.0
666,Americas,Santa Marta,1658.0,156.21,1258.0,1.28,1.28,0.4,0.6,3.0,0.2,0.4,0.51,80.2,44.11,0.4,0.6,0.6,0.4,0.4,0.55,0.4,1.0
667,Americas,Pasto,830.0,117.16,743.0,0.72,0.72,0.4,0.4,3.0,0.2,0.4,0.4,80.2,44.11,0.6,0.4,0.6,0.4,0.6,0.51,0.6,0.0
668,Americas,Cali,1099.0,32.01,760.0,1.6,1.6,0.4,0.6,4.0,0.2,0.4,0.2,80.2,44.11,0.4,0.4,1.0,0.4,0.6,0.36,1.0,1.0
669,Asia,Bandar Seri Begawan,2795.0,105.9,1438.0,1.41,1.41,0.8,0.6,0.0,0.2,0.6,0.6,62.0,53.85,0.6,0.2,0.8,0.4,0.4,0.69,0.4,0.0
670,Europe,Luxembourg,3933.0,376.36,3435.0,7.72,7.72,0.4,0.6,17.0,0.8,1.0,0.82,24.1,14.43,0.82,0.4,0.62,0.8,0.62,0.76,0.62,0.0
671,Americas,Salvador,2198.0,203.94,1250.0,2.36,2.36,0.6,0.6,9.0,0.4,0.6,0.4,65.3,32.62,0.6,0.8,0.6,0.6,0.6,0.64,0.8,0.0
672,Americas,San Salvador,1486.0,200.0,1016.0,1.75,1.75,0.4,0.8,3.0,0.3011740115507199,0.6,0.4,72.5,51.980320634800364,0.2,0.4,0.8,0.0,0.6,0.61,0.8,0.0
673,Americas,Asuncion,1692.0,305.9,1386.0,2.8,2.8,0.0,0.4,8.0,0.4,0.6,0.6,72.6,33.63,0.6,0.2,0.0,0.4,0.6,0.66,0.0,0.0
674,Asia,Colombo,1046.0,68.7,939.0,0.84,0.84,0.6,0.6,6.0,0.2,0.4,0.8,87.7,44.96,0.8,0.4,1.0,0.0,0.8,0.66,0.24,0.0
