,region,place,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
168,Asia,Bandung,776.0,48.63,1560.0,0.75,0.75,0.4,0.6,8.0,0.2,0.6,0.6,74.9,41.72,0.4,0.4,0.8,0.4,0.8,0.66,0.4,0.0
169,Asia,Surabaya,714.0,91.28,749.0,0.75,0.75,0.4,0.6,5.0,0.2,0.6,0.6,74.9,41.72,0.6,0.4,0.6,0.4,0.6,0.65,0.4,0.0
170,Asia,Malang,615.0,5.61,882.0,0.75,0.75,0.6,0.6,5.0,0.2,0.6,0.4,74.9,41.72,0.4,0.4,0.6,0.4,0.6,0.62,0.6,0.0
171,Asia,Jakarta,1306.0,224.46,1376.0,1.87,1.87,0.8,0.6,4.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.64,0.4,0.6,0.63,0.6,0.0
172,Asia,Cirebon,639.0,5.61,842.0,0.75,0.75,0.8,0.6,3.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.8,0.4,0.6,0.65,0.4,0.0
173,Asia,Yogyakarta,726.0,22.45,782.0,2.4,2.4,0.4,0.4,2.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.6,0.4,0.4,0.64,0.6,0.0
174,Asia,Surakarta,565.0,5.61,723.0,0.0,0.0,0.2,0.6,4.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.4,0.56,0.2,0.0
175,Asia,Semarang,566.0,5.61,924.0,0.0,0.0,0.2,0.4,2.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.4,0.56,0.2,0.0
176,Asia,Pekanbaru,610.0,5.61,2447.0,0.0,0.0,0.2,0.4,2.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.6,0.55,0.2,0.0
177,Asia,Batam,927.0,207.17,441.0,0.0,0.0,0.6,0.6,1.0,0.2,0.4,0.6,84.7,44.66,0.6,0.4,0.8,0.6,0.6,0.56,0.6,0.0
178,Americas,Buenos Aires,2393.0,153.85,1247.0,2.69,2.69,1.0,0.62,6.0,0.6,0.8,0.6,48.4,25.09,0.6,1.0,0.82,0.78,1.0,0.81,1.0,0.0
179,Americas,La Plata,2290.0,15.38,991.0,3.27,3.27,0.4,0.2,5.0,0.6,0.8,0.4,48.4,25.09,0.6,0.8,1.0,0.8,1.0,0.74,1.0,0.0
180,Americas,Mar del Plata,2152.0,123.08,1051.0,1.54,1.54,0.4,0.4,12.0,0.6,0.8,0.4,48.4,25.09,0.6,0.8,0.6,0.8,0.8,0.69,0.4,0.0
181,Americas,Cordoba,1546.0,62.62,717.0,0.77,0.77,0.8,0.6,4.0,0.6,0.8,0.56,48.4,25.09,0.6,0.8,1.0,0.8,0.8,0.8,1.0,0.0
182,Americas,Rosario,2863.0,307.25,1582.0,3.66,3.66,0.6,0.56,8.0,0.6,0.8,0.38,48.4,25.09,0.6,1.0,0.6,0.6,0.6,0.73,0.6,0.0
183,Americas,Mendoza,3762.0,358.49,1621.0,3.45,3.45,0.6,0.6,4.0,0.6,0.8,0.42,48.4,25.09,0.4,0.6,0.6,0.6,0.4,0.68,0.6,0.0
184,Americas,Montreal,2574.0,258.5,1818.0,3.69,3.69,1.0,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.8,1.0,0.6,0.9,0.8,0.0
185,Americas,Quebec City,2081.0,89.37,1266.0,2.58,2.58,0.8,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.8,1.0,0.6,0.82,0.4,0.0
186,Americas,Halifax,2596.0,221.57,2010.0,3.32,3.32,0.8,0.6,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.6,0.8,1.0,0.6,0.82,0.4,0.0
187,Americas,Ottawa,2472.0,88.63,1760.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.4,1.0,1.0,0.6,0.84,0.4,0.0
188,Americas,Victoria,3061.0,240.03,2067.0,4.06,4.06,0.8,1.0,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.4,0.83,0.6,0.0
189,Americas,Calgary,3002.0,221.57,2365.0,5.54,5.54,0.8,0.2,0.0,0.8,1.0,0.6,23.8,15.26,0.6,0.6,0.8,0.96,0.6,0.79,0.6,0.0
190,Americas,Kitchener,3170.0,350.08,2454.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,1.0,0.84,0.4,0.0
191,Americas,Oshawa,2060.0,147.71,1797.0,3.32,3.32,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.8,0.6,0.0
192,Americas,Lethbridge,3605.0,296.9,3192.0,8.31,8.31,0.82,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,1.0,0.84,0.79,0.0
193,Americas,Kelowna,3258.0,274.74,2172.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.8,1.0,1.0,1.0,0.84,0.6,0.0
194,Americas,Surrey,2469.0,147.71,1759.0,3.51,3.51,0.4,1.0,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.79,0.4,0.0
195,Americas,Chatham,2198.0,221.57,1198.0,1.85,1.85,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.6,0.8,1.0,0.4,0.78,0.4,0.0
196,Americas,Winnipeg,2523.0,258.5,1804.0,3.69,3.69,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.8,0.4,0.0
197,Americas,Saskatoon,2387.0,147.71,1751.0,3.69,3.69,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.79,0.4,0.0
198,Americas,Barrie,2400.0,221.57,1879.0,4.06,4.06,0.6,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.8,0.8,1.0,0.2,0.77,0.6,0.0
199,Americas,Regina,2535.0,103.4,1888.0,4.25,4.25,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,0.0,1.0,0.8,1.0,0.6,0.77,0.6,0.0
200,Americas,Vancouver,3522.0,350.82,2483.0,3.69,3.69,0.8,1.0,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.62,1.0,0.6,0.77,0.58,0.0
201,Americas,Edmonton,2048.0,44.31,1826.0,2.95,2.95,0.4,0.4,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.6,1.0,1.0,0.4,0.76,0.4,0.0
202,Americas,Nanaimo,2757.0,184.64,1935.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,0.6,1.0,0.4,0.77,0.4,0.0
203,Americas,St.Catharines,2298.0,73.12,2611.0,3.69,3.69,0.6,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.4,0.77,0.4,0.0
204,Americas,Moncton,3238.0,450.52,2257.0,5.54,5.54,0.8,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.8,1.0,1.0,0.6,0.8,0.6,0.0
205,Americas,Toronto,3326.0,221.57,2302.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,0.64,23.8,15.26,0.6,1.0,0.82,1.0,0.6,0.76,1.0,0.0
206,Americas,Abbotsford,2657.0,360.42,1954.0,4.43,4.43,1.0,1.0,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.8,0.8,1.0,0.8,0.8,0.8,0.0
207,Americas,Brampton,2247.0,258.5,1832.0,2.95,2.95,0.4,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.6,0.8,1.0,0.6,0.79,0.8,0.0
208,Americas,Whistler,2170.0,368.53,4876.0,4.06,4.06,0.8,0.8,0.0,0.8,1.0,0.8,23.8,15.26,0.6,0.6,0.8,0.6,0.6,0.75,0.6,0.0
209,Americas,Fredericton,2676.0,300.05,1748.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.8,0.8,1.0,0.4,0.77,0.4,0.0
210,Americas,Fort McMurray,3815.0,540.63,3259.0,6.65,6.65,0.6,0.4,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.4,0.8,1.0,0.2,0.75,0.6,0.0
211,Europe,Berlin,2236.0,172.05,2037.0,4.3,4.3,0.8,1.0,40.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.0
212,Europe,Hamburg,3052.0,430.13,2740.0,4.3,4.3,0.8,0.2,22.0,0.8,1.0,1.0,28.6,14.8,1.0,0.6,0.8,0.8,1.0,0.9,1.0,0.0
213,Europe,Cologne,2183.0,322.6,1905.0,4.3,4.3,0.8,0.22,13.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.62,0.75,0.8,0.86,0.8,0.0
214,Europe,Munich,2704.0,311.84,2458.0,4.3,4.3,0.8,0.4,20.0,0.8,1.0,0.98,28.6,14.8,1.0,1.0,1.0,0.8,1.0,0.87,0.96,0.0
215,Europe,Stuttgart,2501.0,257.0,1968.0,4.3,4.3,0.8,0.6,25.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,0.8,0.8,0.89,0.8,0.0
216,Europe,Nuremberg,2376.0,160.22,1668.0,4.3,4.3,0.8,0.4,16.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.8,0.85,0.6,0.0
217,Europe,Leipzig,2128.0,161.3,1463.0,4.3,4.3,0.4,0.0,47.0,0.8,1.0,0.8,28.6,14.8,1.0,1.0,0.78,0.8,0.56,0.8,0.6,0.0
218,Europe,Dusseldorf,2687.0,311.84,2081.0,4.3,4.3,0.8,0.2,0.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.4,0.79,0.62,0.0
219,Europe,Karlsruhe,2181.0,215.07,1680.0,4.3,4.3,0.4,0.4,38.0,0.8,1.0,1.0,28.6,14.8,1.0,0.6,0.6,0.8,0.6,0.8,0.22,0.0
220,Europe,Bremen,2484.0,387.12,1855.0,4.3,4.3,0.8,0.6,20.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.6,0.81,1.0,0.0
221,Europe,Jena,2218.0,268.83,1783.0,4.3,4.3,0.4,0.2,21.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.6,0.8,1.0,0.0
222,Europe,Dresden,2230.0,106.46,1495.0,4.3,4.3,0.4,0.8,26.0,0.8,1.0,1.0,28.6,14.8,1.0,0.8,1.0,0.8,0.6,0.83,0.8,0.0
223,Europe,Dortmund,2867.0,318.79,2023.0,3.23,3.23,0.8,0.8,14.0,0.8,1.0,1.0,28.6,14.8,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.0
224,Europe,Aachen,2785.0,393.57,1879.0,4.3,4.3,0.4,0.8,18.0,0.8,1.0,0.8,28.6,14.8,1.0,0.8,0.8,0.8,0.6,0.8,0.8,0.0
225,Europe,Hannover,2957.0,204.31,1968.0,4.3,4.3,0.6,0.6,0.0,0.8,1.0,1.0,28.6,14.8,1.0,0.4,0.8,0.8,0.6,0.79,0.6,0.0
226,Europe,Heidelberg,2983.0,348.96,2111.0,3.23,3.23,0.6,0.6,38.0,0.8,1.0,0.8,28.6,14.8,0.6,0.4,0.6,0.6,0.6,0.78,0.6,0.0
227,Europe,Erlangen,2972.0,343.72,1880.0,3.23,3.23,0.6,0.6,15.0,0.8,1.0,0.8,28.6,14.8,0.6,0.6,0.6,0.6,0.6,0.76,0.6,0.0
228,Europe,Frankfurt,2634.0,393.57,2167.0,4.3,4.3,0.8,0.6,3.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,0.8,0.8,0.83,0.8,0.0
229,Asia,Hanoi,785.0,44.72,937.0,1.12,1.12,1.0,0.4,5.0,0.2,0.6,0.64,70.7,74.27,0.42,0.42,0.62,0.42,0.42,0.73,0.6,0.0
230,Asia,Ho Chi Minh City,829.0,89.43,1037.0,1.12,1.12,0.8,0.6,10.0,0.2,0.6,0.58,70.7,74.27,0.6,0.4,0.6,0.4,0.8,0.7,0.76,0.0
231,Asia,Hoi An,727.0,178.86,824.0,0.67,0.67,0.4,0.6,5.0,0.2,0.6,0.6,70.7,74.27,0.4,0.6,0.6,0.4,0.6,0.63,0.6,0.0
232,Asia,Da Nang,1019.0,178.86,1447.0,1.45,1.45,0.8,0.6,3.0,0.2,0.6,0.6,70.7,74.27,0.6,0.4,0.8,0.6,0.6,0.71,0.4,0.0
233,Asia,Da Lat,729.0,109.11,722.0,1.34,1.34,0.4,1.0,4.0,0.2,0.6,0.6,70.7,74.27,0.4,0.4,1.0,0.4,0.6,0.66,0.4,0.0
234,Asia,Hong Kong,1942.0,257.83,2953.0,3.22,3.22,0.4,0.27,52.0,0.6,0.6523779180015287,0.8,59.14953235031526,28.5,0.6,0.8,0.6,0.45,1.0,0.83,1.0,0.0
235,Oceania,Perth,1938.0,332.05,3130.0,3.02,3.02,0.8,0.6,5.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,1.0,0.8,1.0,0.88,0.6,0.0
236,Oceania,Wollongong,2561.0,226.4,2648.0,5.66,5.66,0.8,1.0,50.0,0.8,1.0,0.8,22.5,17.84,1.0,1.0,1.0,0.8,1.0,0.87,0.6,0.0
237,Oceania,Cairns,2541.0,298.09,2448.0,5.66,5.66,0.4,0.8,16.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,0.8,0.8,1.0,0.86,1.0,0.0
238,Oceania,Brisbane,3135.0,290.54,2827.0,7.55,7.55,0.8,0.2,7.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,0.8,0.8,0.6,0.83,0.6,0.0
239,Oceania,Gold Coast,2986.0,565.99,3888.0,4.53,4.53,0.4,0.2,20.0,0.8,1.0,0.6,22.5,17.84,0.8,0.8,1.0,0.8,1.0,0.83,0.6,0.0
240,Oceania,Hobart,2248.0,237.72,1944.0,3.77,3.77,0.4,1.0,30.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,1.0,0.8,1.0,0.88,0.6,0.0
241,Oceania,Sydney,2895.0,301.86,4849.0,5.66,5.66,0.8,0.6,18.0,0.8,1.0,0.8,22.5,17.84,0.8,1.0,1.0,0.8,0.98,0.8,0.4,0.0
242,Oceania,Melbourne,2934.0,415.06,3285.0,5.66,5.66,0.6,0.2,6.0,0.8,1.0,0.82,22.5,17.84,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.0
243,Oceania,Darwin,4441.0,766.73,4097.0,9.43,9.43,0.4,0.8,25.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,1.0,0.8,0.8,0.86,0.8,0.0
244,Oceania,Canberra,3060.0,460.34,3287.0,5.66,5.66,0.4,1.0,10.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,1.0,0.8,0.6,0.81,1.0,0.0
245,Oceania,Adelaide,2345.0,452.79,2913.0,3.77,3.77,0.8,0.8,4.0,0.8,1.0,1.0,22.5,17.84,1.0,1.0,0.8,0.8,0.8,0.83,0.8,0.0
246,Oceania,Byron Bay,3183.0,409.02,8270.0,3.77,3.77,0.4,0.8,3.0,0.8,1.0,0.6,22.5,17.84,0.6,0.6,0.6,0.6,0.8,0.75,0.6,0.0
247,Asia,Seoul,1892.0,85.4,1914.0,3.84,3.84,0.8,1.0,56.0,0.6,0.8,1.0,36.1,28.58,1.0,0.64,0.8,0.4,0.8,0.88,1.0,0.0
248,Asia,Daegu,1708.0,21.35,883.0,3.13,3.13,1.0,1.0,30.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,1.0,0.87,1.0,0.0
249,Asia,Busan,1716.0,21.35,1256.0,3.44,3.44,1.0,1.0,31.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,1.0,0.87,0.91,0.0
250,Asia,Jeju Island,1966.0,281.82,1463.0,2.99,2.99,0.4,1.0,99.0,0.6,0.8,1.0,36.1,28.58,1.0,0.64,0.96,0.45,0.8,0.84,0.6,0.0
251,Asia,Daejeon,1725.0,21.35,1317.0,3.63,3.63,1.0,1.0,37.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,0.6,0.82,0.6,0.0
252,Asia,Gwangju,1486.0,21.35,1628.0,3.23,3.23,1.0,1.0,27.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,0.6,0.82,0.6,0.0
253,Europe,Utrecht,3129.0,298.94,2759.0,5.38,5.38,0.8,0.8,37.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.9,0.8,1.0
254,Europe,Groningen,2761.0,107.53,2118.0,5.38,5.38,0.8,0.8,65.0,1.0,1.0,0.8,28.2,8.76,0.8,1.0,0.8,0.8,0.6,0.88,0.8,1.0
255,Europe,Rotterdam,3041.0,161.3,2527.0,5.38,5.38,0.8,0.8,50.0,1.0,1.0,0.6,28.2,8.76,0.6,0.8,0.8,0.8,0.6,0.84,0.8,1.0
256,Europe,Leiden,3469.0,188.18,2521.0,5.38,5.38,0.8,0.8,17.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.92,0.8,1.0
257,Europe,Eindhoven,3271.0,241.95,2658.0,5.38,5.38,0.8,0.8,59.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,0.8,0.8,0.6,0.89,0.6,1.0
258,Europe,The Hague,3006.0,258.08,2764.0,5.38,5.38,0.8,0.8,0.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.86,0.6,1.0
259,Europe,Nijmegen,2841.0,268.83,2063.0,5.38,5.38,0.4,0.8,36.0,1.0,1.0,0.8,28.2,8.76,0.0,0.6,0.8,0.8,0.6,0.8,0.6,1.0
260,Europe,Amsterdam,3314.0,258.08,3767.0,5.38,5.38,0.8,0.8,10.0,1.0,1.0,0.8,28.2,8.76,0.8,1.0,0.98,0.8,0.8,0.8,1.0,1.0
261,Europe,Haarlem,3480.0,188.18,3802.0,5.38,5.38,0.4,0.8,28.0,1.0,1.0,1.0,28.2,8.76,0.8,1.0,0.8,0.6,0.8,0.84,0.6,0.0
262,Europe,Tilburg,3376.0,333.22,2919.0,4.3,4.3,0.8,0.8,22.0,1.0,1.0,1.0,28.2,8.76,0.8,0.8,0.8,0.6,0.6,0.82,0.6,0.0
263,Europe,Leeuwarden,3518.0,327.97,2852.0,3.76,3.76,0.6,0.8,47.0,1.0,1.0,1.0,28.2,8.76,0.6,0.4,0.6,0.6,0.6,0.79,0.4,0.0
264,Europe,Lelystad,3455.0,327.97,3617.0,4.3,4.3,0.8,0.8,20.0,1.0,1.0,1.0,28.2,8.76,0.6,0.8,0.6,0.6,0.6,0.77,0.2,0.0
265,Europe,Deventer,3759.0,318.79,3033.0,4.3,4.3,0.6,0.8,41.0,1.0,1.0,1.0,28.2,8.76,0.6,0.8,0.6,0.6,0.4,0.78,0.2,0.0
266,Europe,Bern,2966.0,35.12,2590.0,4.01,4.01,0.8,1.0,48.0,0.8,1.0,1.0,21.8,11.76,1.0,1.0,1.0,0.6,0.8,0.89,0.6,1.0
267,Europe,Basel,3011.0,551.86,2969.0,4.01,4.01,0.8,0.6,41.0,0.8,1.0,1.0,21.8,11.76,1.0,0.6,0.8,0.6,0.6,0.85,0.4,1.0
268,Europe,Zurich,5354.0,551.86,4071.0,10.03,10.03,0.8,1.0,37.0,0.8,1.0,1.0,21.8,11.76,1.0,0.8,0.8,0.6,0.8,0.86,0.6,1.0
269,Europe,Geneva,5381.0,816.49,4407.0,10.03,10.03,0.8,0.6,25.0,0.8,1.0,1.0,21.8,11.76,0.8,0.8,1.0,0.6,0.8,0.87,0.6,0.0
270,Europe,Lugano,4727.0,70.24,3264.0,10.03,10.03,0.4,0.8,21.0,0.8,1.0,1.0,21.8,11.76,1.0,0.8,1.0,0.6,0.6,0.81,0.8,0.0
271,Europe,Interlaken,4669.0,528.82,5804.0,5.77,5.77,0.6,0.6,16.0,0.8,1.0,0.8,21.8,11.76,0.6,0.6,0.6,0.6,0.8,0.78,0.6,0.0
272,Europe,Lausanne,6154.0,1505.07,4702.0,10.03,10.03,0.4,0.4,20.0,0.8,1.0,1.0,21.8,11.76,0.8,0.8,0.8,0.6,0.6,0.78,0.6,0.0
273,Europe,Sliema,2623.0,204.31,1646.0,4.3,4.3,0.8,0.6,15.0,0.6,0.8,0.8,39.6,23.84,0.8,0.8,0.8,0.0,0.8,0.87,0.6,0.0
274,Americas,Sao Paulo,2582.0,250.55,1606.0,2.91,2.91,1.0,0.4,0.0,0.4,0.6,0.38,65.3,32.62,0.0,0.8,1.0,0.8,1.0,0.78,1.0,0.0
275,Americas,Belo Horizonte,1870.0,233.07,1152.0,1.46,1.46,0.8,0.4,12.0,0.4,0.6,0.48,65.3,32.62,0.4,0.6,0.82,0.8,0.42,0.73,0.6,0.0
276,Americas,Curitiba,1988.0,131.1,1075.0,2.62,2.62,0.8,0.4,8.0,0.4,0.6,0.6,65.3,32.62,0.4,0.6,0.8,0.8,0.6,0.68,1.0,0.0
277,Americas,Brasilia,2259.0,256.38,1372.0,2.91,2.91,0.4,0.6,13.0,0.4,0.6,0.6,65.3,32.62,0.4,0.4,1.0,0.8,0.6,0.7,0.2,0.0
278,Americas,Campinas,2031.0,84.49,1092.0,2.91,2.91,0.4,0.6,9.0,0.4,0.6,0.6,65.3,32.62,0.56,0.6,0.8,0.8,0.6,0.7,1.0,0.0
279,Americas,Florianopolis,2719.0,14.57,1432.0,2.91,2.91,0.4,0.2,0.0,0.4,0.6,0.6,65.3,32.62,0.4,0.8,1.0,0.8,1.0,0.72,0.6,0.0
280,Americas,Porto Alegre,1772.0,23.31,929.0,2.19,2.19,0.4,0.2,8.0,0.4,0.6,0.4,65.3,32.62,0.4,0.4,0.8,0.8,1.0,0.67,0.6,0.0
281,Americas,Goiania,1853.0,189.44,980.0,2.33,2.33,0.4,0.6,0.0,0.4,0.6,0.56,65.3,32.62,0.56,0.6,0.6,0.8,0.4,0.69,0.8,0.0
282,Americas,Vitoria,2215.0,203.94,1206.0,1.95,1.95,0.6,0.4,5.0,0.4,0.6,0.4,65.3,32.62,0.6,0.6,0.8,0.6,0.6,0.64,0.8,0.0
283,Americas,Rio de Janeiro,4017.0,288.42,2187.0,2.91,2.91,1.0,0.76,11.0,0.4,0.6,0.2,65.3,32.62,0.0,0.95,0.8,0.8,1.0,0.59,1.0,0.0
284,Americas,Fortaleza,2412.0,177.71,1254.0,2.19,2.19,0.4,0.6,7.0,0.4,0.6,0.62,65.3,32.62,0.6,0.6,0.8,0.8,0.82,0.69,1.0,0.0
285,Americas,Sorocaba,2650.0,203.94,1721.0,2.36,2.36,0.4,0.4,11.0,0.4,0.6,0.4,65.3,32.62,0.4,0.6,0.6,0.6,0.6,0.64,0.6,0.0
286,Americas,Sao Luis,2177.0,203.94,1214.0,2.16,2.16,0.4,0.6,5.0,0.4,0.6,0.4,65.3,32.62,0.4,0.8,0.6,0.6,0.6,0.62,0.6,0.0
287,Americas,São José dos Campos,3573.0,203.94,4613.0,2.36,2.36,0.4,0.6,5.0,0.4,0.6,0.4,65.3,32.62,0.4,0.8,0.6,0.6,0.6,0.61,0.6,0.0
288,Americas,Recife,2066.0,196.65,1245.0,2.19,2.19,0.8,0.4,5.0,0.4,0.6,0.2,65.3,32.62,0.0,0.6,0.8,0.8,1.0,0.53,1.0,0.0
289,Americas,Natal,1664.0,130.44,789.0,1.6,1.6,0.4,0.8,2.0,0.4,0.6,0.58,65.3,32.62,0.4,1.0,0.8,0.8,0.8,0.69,1.0,0.0
290,Americas,Belem,1913.0,203.94,1062.0,1.6,1.6,0.8,0.8,3.0,0.4,0.6,0.6,65.3,32.62,0.6,0.4,0.8,0.8,0.8,0.66,0.6,0.0
291,Americas,Joao Pessoa,1748.0,72.83,688.0,1.17,1.17,0.6,0.6,3.0,0.4,0.6,0.6,65.3,32.62,0.6,0.4,0.6,0.4,0.4,0.63,0.8,0.0
292,Europe,Bordeaux,2783.0,283.89,2035.0,5.38,5.38,0.8,0.62,197.0,0.6,0.8,1.0,34.5,23.83,0.8,0.8,0.8,0.6,0.64,0.86,0.6,0.0
293,Europe,Nice,3240.0,322.6,2204.0,5.38,5.38,0.8,1.0,12.0,0.6,0.8,1.0,34.5,23.83,0.8,1.0,0.8,0.6,0.98,0.85,1.0,0.0
294,Europe,Marseille,3247.0,290.34,2048.0,6.45,6.45,0.8,0.8,20.0,0.6,0.8,0.6,34.5,23.83,1.0,0.8,1.0,0.6,0.6,0.86,0.8,0.0
295,Europe,Toulouse,2168.0,129.04,1614.0,3.76,3.76,0.8,1.0,5.0,0.6,0.8,0.78,34.5,23.83,1.0,0.8,0.8,0.6,0.8,0.84,0.8,0.0
296,Europe,Lille,2927.0,150.55,1967.0,6.45,6.45,0.4,0.6,14.0,0.6,0.8,0.93,34.5,23.83,1.0,0.78,0.8,0.6,1.0,0.84,0.8,0.0
297,Europe,Lyon,3036.0,161.3,2318.0,6.45,6.45,0.8,0.6,8.0,0.6,0.8,0.8,34.5,23.83,0.8,0.8,0.8,0.6,0.8,0.82,0.6,0.0
298,Europe,Nantes,2124.0,16.13,1346.0,4.3,4.3,0.4,0.4,36.0,0.6,0.8,0.8,34.5,23.83,0.8,0.8,0.8,0.6,0.6,0.81,0.42,0.0
299,Europe,Paris,3944.0,322.6,2806.0,8.06,8.06,0.8,0.6,15.0,0.6,0.8,0.6,34.5,23.83,0.8,0.82,0.64,0.8,0.8,0.81,1.0,0.0
300,Europe,Grenoble,2827.0,215.07,1784.0,6.45,6.45,0.4,1.0,27.0,0.6,0.8,0.6,34.5,23.83,0.8,0.8,0.8,0.6,0.6,0.8,1.0,0.0
301,Europe,Strasbourg,3109.0,326.9,2393.0,5.38,5.38,0.4,0.8,45.0,0.6,0.8,0.8,34.5,23.83,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
302,Europe,Annecy,3482.0,305.39,2182.0,4.84,4.84,0.4,0.6,12.0,0.6,0.8,0.8,34.5,23.83,0.6,0.6,0.4,0.6,0.6,0.75,0.6,0.0
303,Europe,Milan,3681.0,268.83,2821.0,8.6,8.6,1.0,0.6,77.0,0.6,0.8,0.8,43.1,28.93,0.6,0.2,0.8,0.4,0.6,0.83,1.0,0.0
304,Europe,Florence,3161.0,204.31,2330.0,6.45,6.45,0.8,0.6,14.0,0.6,0.8,0.8,43.1,28.93,0.8,0.8,1.0,0.4,1.0,0.83,1.0,0.0
305,Europe,Turin,3500.0,268.83,2256.0,8.6,8.6,0.8,0.2,29.0,0.6,0.8,0.8,43.1,28.93,0.6,0.2,0.8,0.4,0.8,0.79,0.4,0.0
306,Europe,Pisa,2281.0,268.83,1826.0,3.49,3.49,1.0,1.0,19.0,0.6,0.8,0.8,43.1,28.93,0.8,0.6,0.6,0.4,0.8,0.75,0.8,0.0
307,Europe,Padova,2077.0,215.07,1548.0,2.96,2.96,0.4,1.0,13.0,0.6,0.8,0.8,43.1,28.93,0.8,0.8,0.8,0.4,0.8,0.76,1.0,0.0
308,Europe,Genoa,2342.0,127.96,1808.0,4.3,4.3,0.4,0.6,12.0,0.6,0.8,0.8,43.1,28.93,0.8,1.0,1.0,0.45,0.8,0.77,1.0,0.0
